Word	Wordnet Synset	Wordnet ID	Wordnet ID2	Wordnet ID3	uniqueID
seatbelt	seat_belt, seatbelt	n04162706	seatbelt%1:06:00::	seatbelt#1	seatbelt
seaweed	seaweed	n01397497	seaweed%1:05:00::	seaweed#1	seaweed
seed	seed	n13135832	seed%1:20:00::	seed#1	seed
seesaw	seesaw, teeter, teeter-totter, teetertotter, teeterboard, tilting_board, dandle_board	n04167759	seesaw%1:06:00::	seesaw#1	seesaw
seismograph	seismograph	n04168840	seismograph%1:06:00::	seismograph#1	seismograph
sequin	sequin, spangle, diamante	n04173698	sequin%1:06:00::	sequin#1	sequin
sewage	sewage, sewerage	n14856893	sewage%1:27:00::	sewage#1	sewage
sewing kit	sewing_kit	n04179824	sewing_kit%1:06:00::	sewing_kit#1	sewing_kit
sewing machine	sewing_machine	n04179913	sewing_machine%1:06:00::	sewing_machine#1	sewing_machine
shaker	shaker	n04183329	shaker%1:06:00::	shaker#2	shaker
shark	shark	n01482330	shark%1:05:00::	shark#1	shark
shaving cream	shaving_cream, shaving_soap	n04186051	shaving_cream%1:06:00::	shaving_cream#1	shaving_cream
shawl	shawl	n04186455	shawl%1:06:00::	shawl#1	shawl
shears	shears	n04186848	shears%1:06:00::	shears#1	shears
sheath	sheath	n04187061	sheath%1:06:00::	sheath#1	sheath
sheep	sheep	n02411705	sheep%1:05:00::	sheep#1	sheep
sheet	sheet, bed_sheet	n04188179	sheet%1:06:00::	sheet#3	sheet
shelf	shelf	n04190052	shelf%1:06:00::	shelf#1	shelf
shell	shell	n04190464	shell%1:06:00::	shell#1	shell1
shell	shell	n14758536	shell%1:27:00::	shell#2	shell2
shell	shell	n11683556	shell%1:20:00::	shell#4	shell3
shield	shield, buckler	n04192698	shield%1:06:01::	shield#2	shield
ship	ship	n04194289	ship%1:06:00::	ship#1	ship
shirt	shirt	n04197391	shirt%1:06:00::	shirt#1	shirt
shoe	shoe	n04199027	shoe%1:06:00::	shoe#1	shoe
shoe polish	shoe_polish, blacking	n15039568	shoe_polish%1:27:00::	shoe_polish#1	shoe_polish
shoehorn	shoehorn	n04200537	shoehorn%1:06:00::	shoehorn#1	shoehorn
shoelace	shoelace, shoe_lace, shoestring, shoe_string	n04200637	shoelace%1:06:00::	shoelace#1	shoelace
shopping basket	shopping_basket	n04204238	shopping_basket%1:06:00::	shopping_basket#1	shopping_basket
shopping cart	shopping_cart	n04204347	shopping_cart%1:06:00::	shopping_cart#1	shopping_cart
shortbread	shortbread, shortbread_cookie	n07636020	shortbread%1:13:00::	shortbread#1	shortbread
shorts	short_pants, shorts, trunks	n04205318	shorts%1:06:00::	shorts#1	shorts
shoulder	shoulder	n05548840	shoulder%1:08:00::	shoulder#1	shoulder
shovel	shovel	n04208210	shovel%1:06:00::	shovel#1	shovel
shower	shower	n04208936	shower%1:06:00::	shower#1	shower
shower cap	shower_cap	n04209133	shower_cap%1:06:00::	shower_cap#1	shower_cap
shower curtain	shower_curtain	n04209239	shower_curtain%1:06:00::	shower_curtain#1	shower_curtain
showerhead	showerhead	n04209383	showerhead%1:06:00::	showerhead#1	showerhead
shredder	shredder	n04210120	shredder%1:06:00::	shredder#1	shredder
shrimp	prawn, shrimp	n07794159	shrimp%1:13:00::	shrimp#2	shrimp
shuffleboard	shuffleboard, shovelboard	n00467536	shuffleboard%1:04:00::	shuffleboard#1	shuffleboard
shutter	shutter	n04211356	shutter%1:06:00::	shutter#2	shutter
sickle	sickle, reaping_hook, reap_hook	n04213353	sickle%1:06:00::	sickle#1	sickle
sidecar	sidecar	n04214282	sidecar%1:06:00::	sidecar#2	sidecar
sifter	sifter	n04216860	sifter%1:06:00::	sifter#1	sifter
silicone	silicone, silicone_polymer	n15040493	silicone%1:27:00::	silicone#1	silicone
silverware	silverware	n04221424	silverware%1:06:00::	silverware#1	silverware
sim card	sim_card, sim				sim_card
sink	sink	n04223580	sink%1:06:00::	sink#1	sink
siren	siren	n04224395	siren%1:06:00::	siren#3	siren
skateboard	skateboard	n04225987	skateboard%1:06:00::	skateboard#1	skateboard
skeleton	skeletal_system, skeleton, frame, systema_skeletale	n05585383	skeleton%1:08:00::	skeleton#3	skeleton
skewer	skewer	n04227900	skewer%1:06:00::	skewer#1	skewer
ski	ski	n04228054	ski%1:06:00::	ski#1	ski
ski boots	ski_boot	n04228581	ski_boot%1:06:00::	ski_boot#1	ski_boots
ski lift	ski_tow, ski_lift, lift	n04231693	ski_lift%1:06:00::	ski_lift#1	ski_lift
ski pole	ski_pole	n04230603	ski_pole%1:06:00::	ski_pole#1	ski_pole
skin	skin, tegument, cutis	n05238282	skin%1:08:00::	skin#1	skin
skirt	skirt	n04230808	skirt%1:06:00::	skirt#2	skirt
skull	skull	n05540121	skull%1:08:00::	skull#1	skull
skunk	skunk, polecat, wood_pussy	n02445715	skunk%1:05:00::	skunk#4	skunk
sled	sled, sledge, sleigh	n04235291	sled%1:06:00::	sled#1	sled
sledgehammer	maul, sledge, sledgehammer	n03731695	sledgehammer%1:06:00::	sledgehammer#1	sledgehammer
sleeping bag	sleeping_bag	n04235860	sleeping_bag%1:06:00::	sleeping_bag#1	sleeping_bag
slicer	slicer	n04237423	slicer%1:06:02::	slicer#2	slicer
slide	slide, playground_slide, sliding_board	n04238128	slide%1:06:03::	slide#4	slide
slime	sludge, slime, goo, goop, gook, guck, gunk, muck, ooze	n14956661	slime%1:27:00::	slime#1	slime
sling	sling, scarf_bandage, triangular_bandage	n04239436	sling%1:06:00::	sling#5	sling
slingshot	slingshot, sling, catapult	n04240097	slingshot%1:06:00::	slingshot#1	slingshot
slipper	slipper, carpet_slipper	n04241394	slipper%1:06:00::	slipper#1	slipper
slot	slot	n04243370	slot%1:06:00::	slot#2	slot
slot machine	slot_machine, coin_machine	n04243941	slot_machine%1:06:00::	slot_machine#1	slot_machine
sloth	sloth, tree_sloth	n02456962	sloth%1:05:00::	sloth#2	sloth
slug	slug	n01945685	slug%1:05:00::	slug#7	slug
smoke alarm	fire_alarm, smoke_alarm	n03343737	smoke_alarm%1:06:00::	smoke_alarm#1	smoke_alarm
smoothie	smoothie	n07914271	smoothie%1:13:00::	smoothie#2	smoothie
snack	bite, collation, snack	n07577374	snack%1:13:00::	snack#1	snack
snail	snail	n01944390	snail%1:05:00::	snail#1	snail
snake	snake, serpent, ophidian	n01726692	snake%1:05:00::	snake#1	snake
snorkel	snorkel	n04251144	snorkel%1:06:01::	snorkel#1	snorkel
snow	snow, snowfall	n11508382	snow%1:19:00::	snow#1	snow
snowball	snowball	n04251560	snowball%1:06:00::	snowball#4	snowball
snowboard	snowboard	n04251791	snowboard%1:06:00::	snowboard#1	snowboard
snowman	snowman	n04251983	snowman%1:06:00::	snowman#1	snowman
snowmobile	snowmobile	n04252077	snowmobile%1:06:00::	snowmobile#1	snowmobile
snowplow	snowplow, snowplough	n04252225	snowplow%1:06:00::	snowplow#1	snowplow
snowshoe	snowshoe	n04252331	snowshoe%1:06:00::	snowshoe#1	snowshoe
snowsuit	snowsuit	n04252560	snowsuit%1:06:00::	snowsuit#1	snowsuit
soap	soap	n04253437	soap%1:06:00::	soap#1	soap
soccer ball	soccer_ball	n04254680	soccer_ball%1:06:00::	soccer_ball#1	soccer_ball
sock	sock	n04254777	sock%1:06:00::	sock#1	sock
soda	pop, soda, soda_pop, soda_water, tonic	n07927512	soda%1:13:00::	soda#2	soda
soda fountain	soda_fountain	n04255670	soda_fountain%1:06:00::	soda_fountain#2	soda_fountain
sofa bed	convertible, sofa_bed	n03100346	sofa_bed%1:06:00::	sofa_bed#1	sofa_bed
solar panel	solar_array, solar_battery, solar_panel	n04257790	solar_panel%1:06:00::	solar_panel#1	solar_panel
soldering iron	soldering_iron	n04258859	soldering_iron%1:06:00::	soldering_iron#1	soldering_iron
sombrero	sombrero	n04259630	sombrero%1:06:00::	sombrero#1	sombrero
sonogram	sonogram, echogram	n04260364	sonogram%1:06:00::	sonogram#1	sonogram
sorbet	water_ice, sorbet	n07614348	sorbet%1:13:00::	sorbet#1	sorbet
souffle	souffle	n07843464	souffle%1:13:00::	souffle#1	souffle
soup	soup	n07583197	soup%1:13:00::	soup#1	soup
soy sauce	soy_sauce, soy	n07825972	soy%1:13:01::	soy#3	soy_sauce
space shuttle	space_shuttle	n04266014	space_shuttle%1:06:00::	space_shuttle#1	space_shuttle
spacesuit	spacesuit	n04266375	spacesuit%1:06:00::	spacesuit#1	spacesuit
spaghetti	spaghetti	n07699914	spaghetti%1:13:00::	spaghetti#2	spaghetti
spam	Spam	n07573347	spam%1:13:00::	Spam#1	spam
spareribs	spareribs	n07671459	spareribs%1:13:01::	spareribs#2	spareribs
spark plug	spark_plug, sparking_plug, plug	n04269270	spark_plug%1:06:00::	spark_plug#1	spark_plug
sparkler	sparkler	n04268969	sparkler%1:06:00::	sparkler#2	sparkler
spatula	spatula	n04270147	spatula%1:06:01::	spatula#1	spatula
speaker	loudspeaker, speaker, speaker_unit, loudspeaker_system, speaker_system	n03691459	speaker%1:06:00::	speaker#2	speaker
spear	spear, lance, shaft	n04270891	spear%1:06:00::	spear#1	spear
speedboat	speedboat	n04273569	speedboat%1:06:00::	speedboat#1	speedboat
speedometer	speedometer, speed_indicator	n04273796	speedometer%1:06:00::	speedometer#1	speedometer
spider	spider	n01772222	spider%1:05:00::	spider#1	spider
spider web	"spider_web, u""spider's_web""]"	n04275363	spider_web%1:06:00::	spider_web#2	spider_web
spinach	spinach	n07736692	spinach%1:13:00::	spinach#2	spinach
splinter	splinter, sliver	n09442838	splinter%1:17:00::	splinter#1	splinter
sponge	sponge	n14597758	sponge%1:27:00::	sponge#1	sponge
spool	bobbin, spool, reel	n02860415	spool%1:06:00::	spool#1	spool
spoon	spoon	n04284002	spoon%1:06:00::	spoon#1	spoon
spout	spout	n04287153	spout%1:06:00::	spout#1	spout
spring roll	spring_roll				spring_roll
springboard	springboard	n04288673	springboard%1:06:00::	springboard#1	springboard
sprinkler	sprinkler	n04289027	sprinkler%1:06:00::	sprinkler#1	sprinkler
sprouts	sprouts				sprouts
spur	spur, gad	n04290259	spur%1:06:00::	spur#4	spur
squash	squash	n07715561	squash%1:13:00::	squash#2	squash
squeegee	squeegee	n04292921	squeegee%1:06:00::	squeegee#1	squeegee
squid	squid	n01971280	squid%1:05:00::	squid#2	squid
squirrel	squirrel	n02355227	squirrel%1:05:00::	squirrel#1	squirrel
squirt gun	water_pistol, water_gun, squirt_gun, squirter	n04561548	squirt_gun%1:06:00::	squirt_gun#1	squirt_gun
stained glass	stained_glass	n14882793	stained_glass%1:27:00::	stained_glass#1	stained_glass
stair	step, stair	n04314914	stair%1:06:00::	stair#1	stair
stake	stake	n04298765	stake%1:06:00::	stake#5	stake
stalagmite	stalagmite	n09443921	stalagmite%1:17:00::	stalagmite#1	stalagmite
stamp	postage, postage_stamp, stamp	n06796119	stamp%1:10:01::	stamp#4	stamp1
stamp	stamp	n04299963	stamp%1:06:02::	stamp#8	stamp2
staple	staple	n04303095	staple%1:06:02::	staple#5	staple
staple gun	staple_gun, staplegun, tacker	n04303357	staple_gun%1:06:00::	staple_gun#1	staple_gun
stapler	stapler, stapling_machine	n04303497	stapler%1:06:00::	stapler#1	stapler
star fruit	carambola, star_fruit	n07746551	star_fruit%1:13:00::	star_fruit#1	star_fruit
starfish	starfish, sea_star	n02317335	starfish%1:05:00::	starfish#1	starfish
station wagon	beach_wagon, station_wagon, wagon, estate_car, beach_waggon, station_waggon, waggon	n02814533	station_wagon%1:06:00::	station_wagon#1	station_wagon
statue	statue	n04306847	statue%1:06:00::	statue#1	statue
steak	steak	n07657903	steak%1:13:00::	steak#1	steak
steamroller	steamroller, road_roller	n04310157	steamroller%1:06:00::	steamroller#2	steamroller
steering wheel	steering_wheel, wheel	n04313503	steering_wheel%1:06:00::	steering_wheel#1	steering_wheel
stem	stalk, stem	n13129165	stem%1:20:00::	stem#2	stem
step stool	step_stool	n04315713	step_stool%1:06:00::	step_stool#1	step_stool
stereo	stereo, stereophony, stereo_system, stereophonic_system	n04315948	stereo%1:06:00::	stereo#1	stereo
stethoscope	stethoscope	n04317175	stethoscope%1:06:00::	stethoscope#1	stethoscope
stew	stew	n07588947	stew%1:13:00::	stew#2	stew
stick	stick	n04317420	stick%1:06:00::	stick#1	stick
sticker	gummed_label, sticker, paster	n07272545	sticker%1:10:00::	sticker#2	sticker
stiletto	stiletto, heels				stiletto
stilt	stilt	n04319937	stilt%1:06:00::	stilt#2	stilt
stingray	stingray	n01498041	stingray%1:05:00::	stingray#1	stingray
stir fry	stir_fry				stir_fry
stirrup	stirrup, stirrup_iron	n04320973	stirrup%1:06:00::	stirrup#1	stirrup
stockings	stocking	n04323819	stocking%1:06:00::	stocking#1	stockings
stomach	abdomen, venter, stomach, belly	n05556943	stomach%1:08:01::	stomach#2	stomach
stool	stool	n04326896	stool%1:06:00::	stool#1	stool
stopwatch	stopwatch, stop_watch	n04328186	stopwatch%1:06:00::	stopwatch#1	stopwatch
stove	stove, kitchen_stove, range, kitchen_range, cooking_stove	n04330340	stove%1:06:01::	stove#1	stove1
stove	stove	n04330267	stove%1:06:00::	stove#2	stove2
straightjacket	straitjacket, straightjacket	n04332580	straightjacket%1:06:00::	straightjacket#1	straightjacket
strainer	strainer	n04332243	strainer%1:06:00::	strainer#1	strainer
strap	strap	n04333129	strap%1:06:01::	strap#1	strap
straw	straw	n14959939	straw%1:27:00::	straw#1	straw1
straw	straw, drinking_straw	n04334232	straw%1:06:00::	straw#4	straw2
strawberry	strawberry	n07745940	strawberry%1:13:00::	strawberry#1	strawberry
streetlight	streetlight, street_lamp	n04335886	streetlight%1:06:00::	streetlight#1	streetlight
stretcher	stretcher	n04336792	stretcher%1:06:00::	stretcher#3	stretcher
string cheese	string_cheese	n07854707	string_cheese%1:13:00::	string_cheese#1	string_cheese
stroller	baby_buggy, baby_carriage, carriage, perambulator, pram, stroller, go-cart, pushchair, pusher	n02766534	stroller%1:06:00::	stroller#2	stroller
stuffing	stuffing, dressing	n07678729	stuffing%1:13:00::	stuffing#1	stuffing
stump	stump, tree_stump	n13111504	stump%1:20:00::	stump#1	stump
submarine	submarine, pigboat, sub, U-boat	n04347754	sub%1:06:00::	sub#2	submarine
subway	metro, tube, underground, subway_system, subway	n03757138	subway%1:06:00::	subway#1	subway
sugar cube	sugar_cube				sugar_cube
suit	suit, suit_of_clothes	n04350905	suit%1:06:00::	suit#1	suit
suitcase	bag, traveling_bag, travelling_bag, grip, suitcase	n02773838	suitcase%1:06:00::	suitcase#1	suitcase
sundae	ice-cream_sundae, sundae	n07616487	sundae%1:13:00::	sundae#1	sundae
sundial	sundial	n04355338	sundial%1:06:00::	sundial#1	sundial
sunflower	sunflower, helianthus	n11978233	sunflower%1:20:00::	sunflower#1	sunflower
sunglasses	sunglasses, dark_glasses, shades	n04356056	sunglasses%1:06:00::	sunglasses#1	sunglasses
sunroof	sunroof, sunshine-roof	n04357121	sunroof%1:06:00::	sunroof#1	sunroof
surfboard	surfboard	n04363559	surfboard%1:06:00::	surfboard#1	surfboard
sushi	sushi	n07879450	sushi%1:13:00::	sushi#1	sushi
suspenders	brace, suspender, gallus	n02887489	suspender%1:06:00::	suspender#1	suspenders
swab	swab	n04367746	swab%1:06:01::	swab#1	swab
swan	swan	n01858441	swan%1:05:00::	swan#1	swan
sweater	sweater, jumper	n04370048	sweater%1:06:00::	sweater#1	sweater
sweatsuit	sweat_suit, sweatsuit, sweats, workout_suit	n04370774	sweats%1:06:00::	sweats#1	sweatsuit
sweeper	carpet_sweeper, sweeper	n02967782	sweeper%1:06:00::	sweeper#2	sweeper
sweet potato	sweet_potato	n07712063	sweet_potato%1:13:00::	sweet_potato#2	sweet_potato
swimming pool	swimming_pool, swimming_bath, natatorium	n04371225	swimming_pool%1:06:00::	swimming_pool#1	swimming_pool
swimsuit	swimsuit, swimwear, bathing_suit, swimming_costume, bathing_costume	n04371563	swimsuit%1:06:00::	swimsuit#1	swimsuit
swing	swing	n04371774	swing%1:06:00::	swing#2	swing
swing set	swing, swing_set				swing_set
switch	switch, electric_switch, electrical_switch	n04372370	switch%1:06:01::	switch#1	switch
swizzle stick	swizzle_stick	n04373795	swizzle_stick%1:06:00::	swizzle_stick#1	swizzle_stick
sword	sword, blade, brand, steel	n04373894	sword%1:06:00::	sword#1	sword
swordfish	swordfish, Xiphias_gladius	n02629716	swordfish%1:05:00::	swordfish#2	swordfish
syringe	syringe	n04376876	syringe%1:06:00::	syringe#1	syringe
syrup	syrup, sirup	n07859583	syrup%1:13:00::	syrup#1	syrup
t-shirt	jersey, T-shirt, tee_shirt	n03595614	t-shirt%1:06:00::	T-shirt#1	t-shirt
tab	tab	n04378123	tab%1:06:01::	tab#4	tab
table	table	n04379243	table%1:06:01::	table#2	table
tablecloth	tablecloth	n04380143	tablecloth%1:06:00::	tablecloth#1	tablecloth
tablet	tablet, tablet_PC				tablet
tack	tack	n04383130	tack%1:06:00::	tack#2	tack
tackle	fishing_gear, tackle, fishing_tackle, fishing_rig, rig	n03351434	tackle%1:06:01::	tackle#3	tackle
taco	taco	n07880751	taco%1:13:00::	taco#2	taco
tadpole	tadpole, polliwog, pollywog	n02469472	tadpole%1:05:00::	tadpole#1	tadpole
taffy	taffy	n07609407	taffy%1:13:00::	taffy#1	taffy
tag	tag, ticket	n07273136	tag%1:10:00::	tag#1	tag
taillight	taillight, tail_lamp, rear_light, rear_lamp	n04384910	taillight%1:06:00::	taillight#1	taillight
tamale	tamale	n07879659	tamale%1:13:00::	tamale#1	tamale
tambourine	tambourine	n04387400	tambourine%1:06:00::	tambourine#1	tambourine
tank	tank, army_tank, armored_combat_vehicle, armoured_combat_vehicle	n04389033	tank%1:06:01::	tank#1	tank1
tank	tank, storage_tank	n04388743	tank%1:06:00::	tank#2	tank2
tape	tape	n04391569	tape%1:06:00::	tape#1	tape
tape measure	tape, tapeline, tape_measure	n04392113	tape%1:06:03::	tape#4	tape_measure
tape recorder	tape_recorder, tape_machine	n04393095	tape_recorder%1:06:00::	tape_recorder#1	tape_recorder
tapestry	tapestry, arras	n04393404	tapestry%1:06:00::	tapestry#3	tapestry
tarantula	tarantula	n01774750	tarantula%1:05:01::	tarantula#2	tarantula
target	target, butt	n04394261	target%1:06:00::	target#4	target
tarp	tarpaulin, tarp	n04395024	tarp%1:06:00::	tarp#1	tarp
tattoo	tattoo	n04395651	tattoo%1:06:00::	tattoo#2	tattoo
taxi	cab, hack, taxi, taxicab	n02930766	taxi%1:06:00::	taxi#1	taxi
tea	tea	n07933274	tea%1:13:00::	tea#1	tea
teabag	tea_bag	n04396808	tea_bag%1:06:00::	tea_bag#2	teabag
teacup	teacup	n04397452	teacup%1:06:00::	teacup#2	teacup
teapot	teapot	n04398044	teapot%1:06:00::	teapot#1	teapot
teddy bear	teddy, teddy_bear	n04399382	teddy%1:06:01::	teddy#1	teddy_bear
tee	tee, golf_tee	n04399537	tee%1:06:00::	tee#3	tee
teepee	tepee, tipi, teepee	n04412416	teepee%1:06:00::	teepee#1	teepee
telegraph	telegraph, telegraphy	n04400499	telegraph%1:06:00::	telegraph#1	telegraph
telephone pole	telephone_pole, telegraph_pole, telegraph_post	n04402449	telephone_pole%1:06:00::	telephone_pole#1	telephone_pole
telescope	telescope, scope	n04403638	telescope%1:06:00::	telescope#1	telescope
television	television, telecasting, TV, video	n06277280	television%1:10:00::	television#1	television
tennis ball	tennis_ball	n04409515	tennis_ball%1:06:00::	tennis_ball#1	tennis_ball
tent	tent, collapsible_shelter	n04411264	tent%1:06:00::	tent#1	tent
terrarium	terrarium	n04414199	terrarium%1:06:00::	terrarium#1	terrarium
test tube	test_tube	n04415921	test_tube%1:06:00::	test_tube#1	test_tube
thermometer	thermometer	n04421872	thermometer%1:06:00::	thermometer#1	thermometer
thermos	thermos, thermos_bottle, thermos_flask	n04422727	thermos%1:06:00::	thermos#1	thermos
thermostat	thermostat, thermoregulator	n04422875	thermostat%1:06:00::	thermostat#1	thermostat
thimble	thimble	n04423845	thimble%1:06:00::	thimble#2	thimble
thorn	spine, thorn, prickle, pricker, sticker, spikelet	n13089631	thorn%1:20:00::	thorn#2	thorn
thread	thread, yarn	n04426788	thread%1:06:00::	thread#1	thread
throne	throne	n04429376	throne%1:06:00::	throne#1	throne
thumb	thumb, pollex	n05567217	thumb%1:08:00::	thumb#1	thumb
thumbtack	thumbtack, drawing_pin, pushpin	n04431745	thumbtack%1:06:00::	thumbtack#1	thumbtack
tiara	tiara	n04432203	tiara%1:06:00::	tiara#1	tiara
tick	tick	n01776313	tick%1:05:00::	tick#2	tick
ticktacktoe	ticktacktoe, ticktacktoo, tick-tack-toe, tic-tac-toe, tit-tat-toe, noughts_and_crosses	n00506207	ticktacktoe%1:04:00::	ticktacktoe#1	ticktacktoe
tie	necktie, tie	n03815615	tie%1:06:01::	tie#1	tie
tiger	tiger, Panthera_tigris	n02129604	tiger%1:05:00::	tiger#2	tiger
tile	tile, roofing_tile	n15074568	tile%1:27:00::	tile#2	tile
timer	timer	n04438304	timer%1:06:00::	timer#1	timer
tinsel	tinsel	n04440059	tinsel%1:06:00::	tinsel#2	tinsel
tiramisu	tiramisu	n07613266	tiramisu%1:13:00::	tiramisu#1	tiramisu
toad	toad				toad
toast	toast	n07686873	toast%1:13:00::	toast#1	toast
toaster	toaster	n04442312	toaster%1:06:00::	toaster#2	toaster
toaster oven	toaster_oven	n04442441	toaster_oven%1:06:00::	toaster_oven#1	toaster_oven
toe	toe	n05577410	toe%1:08:01::	toe#1	toe
toga	toga	n04445040	toga%1:06:00::	toga#1	toga
toilet	toilet, can, commode, crapper, pot, potty, stool, throne	n04446521	toilet%1:06:01::	toilet#2	toilet
toilet paper	toilet_tissue, toilet_paper, bathroom_tissue	n15075141	toilet_paper%1:27:00::	toilet_paper#1	toilet_paper
tomato	tomato	n07734017	tomato%1:13:00::	tomato#1	tomato
tomato sauce	tomato_sauce	n07831267	tomato_sauce%1:13:00::	tomato_sauce#1	tomato_sauce
tongs	tongs, pair_of_tongs	n04450749	tongs%1:06:00::	tongs#1	tongs
tongue	tongue, lingua, glossa, clapper	n05301072	tongue%1:08:00::	tongue#1	tongue
tool	tool	n04451818	tool%1:06:00::	tool#1	tool
toolbox	toolbox, tool_chest, tool_cabinet, tool_case	n04452615	toolbox%1:06:00::	toolbox#1	toolbox
tooth	tooth	n05282746	tooth%1:08:00::	tooth#1	tooth
toothbrush	toothbrush	n04453156	toothbrush%1:06:00::	toothbrush#1	toothbrush
toothpaste	toothpaste	n04453298	toothpaste%1:06:00::	toothpaste#1	toothpaste
toothpick	toothpick	n04453390	toothpick%1:06:00::	toothpick#1	toothpick
top hat	dress_hat, high_hat, opera_hat, silk_hat, stovepipe, top_hat, topper, beaver	n03237416	top_hat%1:06:00::	top_hat#1	top_hat
torch	torch	n04456115	torch%1:06:02::	torch#1	torch
torpedo	torpedo	n04456472	torpedo%1:06:00::	torpedo#6	torpedo
torso	torso, trunk, body	n05549830	torso%1:08:00::	torso#1	torso
tortellini	tortellini	n07700167	tortellini%1:13:00::	tortellini#1	tortellini
tortilla	tortilla	n07880583	tortilla%1:13:00::	tortilla#1	tortilla
tostada	tostada	n07881404	tostada%1:13:00::	tostada#1	tostada
totem pole	totem_pole	n04458633	totem_pole%1:06:00::	totem_pole#1	totem_pole
toucan	toucan	n01843383	toucan%1:05:00::	toucan#1	toucan
touchpad	touchpad				touchpad
towel	towel	n04459362	towel%1:06:00::	towel#1	towel
towel rack	towel_rack, towel_horse	n04459773	towel_rack%1:06:00::	towel_rack#1	towel_rack
toy	plaything, toy	n03964744	toy%1:06:00::	toy#1	toy
tractor	tractor	n04465501	tractor%1:06:00::	tractor#1	tractor
traffic light	traffic_light, traffic_signal, stoplight	n06874185	traffic_light%1:10:00::	traffic_light#1	traffic_light
trailer	trailer, house_trailer	n04467099	trailer%1:06:00::	trailer#4	trailer
train	train, railroad_train	n04468005	train%1:06:00::	train#1	train
train car	railcar, railway_car, train_car				train_car
train set	train_set	n04468707	train_set%1:06:00::	train_set#1	train_set
trampoline	trampoline	n04469514	trampoline%1:06:00::	trampoline#1	trampoline
trap	trap	n04474466	trap%1:06:00::	trap#1	trap
trapdoor	trap_door	n04475309	trap_door%1:06:00::	trap_door#1	trapdoor
trashcan	ashcan, trash_can, garbage_can, wastebin, ash_bin, ash-bin, ashbin, dustbin, trash_barrel, trash_bin	n02747177	trash_can%1:06:00::	trash_can#1	trashcan
tray	tray	n04476259	tray%1:06:00::	tray#1	tray
treadmill	treadmill	n04477387	treadmill%1:06:01::	treadmill#1	treadmill
treasure	treasure	n08463969	treasure%1:14:00::	treasure#4	treasure
tree	tree	n13104059	tree%1:20:00::	tree#1	tree
tree trunk	trunk, tree_trunk, bole	n13165815	tree_trunk%1:20:00::	tree_trunk#1	tree_trunk
triangle	triangle	n04480853	triangle%1:06:00::	triangle#4	triangle
tricycle	tricycle, trike, velocipede	n04482393	tricycle%1:06:00::	tricycle#1	tricycle
trident	trident	n04482975	trident%1:06:00::	trident#1	trident
trigger	gun_trigger, trigger	n03470629	trigger%1:06:00::	trigger#1	trigger
tripod	tripod	n04485082	tripod%1:06:00::	tripod#1	tripod
trolley	streetcar, tram, tramcar, trolley, trolley_car	n04335435	trolley%1:06:00::	trolley#1	trolley
trombone	trombone	n04487394	trombone%1:06:00::	trombone#1	trombone
trophy	trophy, prize	n04487996	trophy%1:06:00::	trophy#2	trophy
trough	manger, trough	n03717131	trough%1:06:01::	trough#6	trough
trowel	trowel	n04489817	trowel%1:06:00::	trowel#1	trowel
truck	truck, motortruck	n04490091	truck%1:06:00::	truck#1	truck
trumpet	cornet, horn, trumpet, trump	n03110669	trumpet%1:06:00::	trumpet#1	trumpet
trunk	trunk	n04499064	trunk%1:06:00::	trunk#2	trunk
tuba	bass_horn, sousaphone, tuba	n02804252	tuba%1:06:00::	tuba#1	tuba
tube top	tube_top				tube_top
tugboat	tugboat, tug, towboat, tower	n04495843	tugboat%1:06:00::	tugboat#1	tugboat
tulip	tulip	n12454159	tulip%1:20:00::	tulip#1	tulip
tumbleweed	tumbleweed	n12554911	tumbleweed%1:20:00::	tumbleweed#1	tumbleweed
tuning fork	tuning_fork	n04497801	tuning_fork%1:06:00::	tuning_fork#1	tuning_fork
tupperware	tupperware				tupperware
turban	turban	n04498389	turban%1:06:00::	turban#1	turban
turbine	turbine	n04498523	turbine%1:06:00::	turbine#1	turbine
turf	turf, sod, sward, greensward	n09463919	turf%1:17:00::	turf#1	turf
turkey	turkey, Meleagris_gallopavo	n01794158	turkey%1:05:00::	turkey#1	turkey
turnstile	turnstile	n04501370	turnstile%1:06:00::	turnstile#1	turnstile
turntable	turntable	n04501550	turntable%1:06:00::	turntable#1	turntable
turtle	turtle	n01662784	turtle%1:05:00::	turtle#2	turtle
turtleneck	turtleneck, turtle, polo-neck	n04502197	turtleneck%1:06:00::	turtleneck#1	turtleneck
tuxedo	dinner_jacket, tux, tuxedo, black_tie	n03201776	tux%1:06:00::	tux#1	tuxedo
tweezers	tweezer, pincette, pincers				tweezers
twig	branchlet, twig, sprig	n13163991	twig%1:20:00::	twig#1	twig
typewriter	typewriter	n04505036	typewriter%1:06:00::	typewriter#1	typewriter
ukulele	uke, ukulele	n04506289	ukulele%1:06:00::	ukulele#1	ukulele
umbrella	umbrella	n04507155	umbrella%1:06:00::	umbrella#1	umbrella
undershirt	singlet, vest, undershirt	n04223299	undershirt%1:06:00::	undershirt#1	undershirt
underwear	underwear, underclothes, underclothing	n04508949	underwear%1:06:00::	underwear#1	underwear
unicycle	unicycle, monocycle	n04509417	unicycle%1:06:00::	unicycle#1	unicycle
uniform	uniform	n04509592	uniform%1:06:00::	uniform#1	uniform
urinal	urinal	n04515991	urinal%1:06:00::	urinal#1	urinal
