Word	Wordnet Synset	Wordnet ID	Wordnet ID2	Wordnet ID3	uniqueID
granite	granite	n14890286	granite%1:27:00::	granite#1	granite
granola	granola	n07704994	granola%1:13:00::	granola#1	granola
grape	grape	n07758680	grape%1:13:00::	grape#1	grape
grapefruit	grapefruit	n07749969	grapefruit%1:13:00::	grapefruit#2	grapefruit
grapevine	grape, grapevine, grape_vine	n13144794	grape%1:20:00::	grape#2	grapevine
grass	grass	n12102133	grass%1:20:00::	grass#1	grass
grasshopper	grasshopper, hopper	n02226429	grasshopper%1:05:00::	grasshopper#1	grasshopper
grate	grate, grating	n03454707	grate%1:06:01::	grate#3	grate
grater	grater	n03454885	grater%1:06:00::	grater#1	grater
gravel	gravel, crushed_rock	n14698884	gravel%1:27:00::	gravel#1	gravel
gravestone	gravestone, headstone, tombstone	n03455488	gravestone%1:06:00::	gravestone#1	gravestone
gravy	gravy	n07838073	gravy%1:13:01::	gravy#1	gravy
green beans	green_bean	n07727868	green_bean%1:13:00::	green_bean#1	green_beans
grenade	grenade	n03458271	grenade%1:06:00::	grenade#1	grenade
grill	grill, grille, grillwork	n03459591	grill%1:06:00::	grill#2	grill
grille	grille, radiator_grille	n03459775	grille%1:06:01::	grille#2	grille
grinder	mill, grinder, milling_machinery	n03765561	grinder%1:06:01::	grinder#3	grinder
grits	grits, hominy_grits	n07704428	grits%1:13:00::	grits#1	grits
groundhog	groundhog, woodchuck, Marmota_monax	n02361587	groundhog%1:05:00::	groundhog#1	groundhog
guacamole	guacamole	n07583066	guacamole%1:13:00::	guacamole#1	guacamole
guardrail	safety_rail, guardrail	n04127395	guardrail%1:06:00::	guardrail#1	guardrail
guillotine	guillotine	n03467068	guillotine%1:06:00::	guillotine#2	guillotine
guinea pig	guinea_pig, Cavia_cobaya	n02364673	guinea_pig%1:05:00::	guinea_pig#2	guinea_pig
guitar	guitar	n03467517	guitar%1:06:00::	guitar#1	guitar
gum	chewing_gum, gum	n07599998	gum%1:13:00::	gum#1	gum
gumball	gum_ball	n07600177	gum_ball%1:13:00::	gum_ball#1	gumball
gumdrop	gumdrop	n07605944	gumdrop%1:13:00::	gumdrop#1	gumdrop
gun	gun	n03467984	gun%1:06:00::	gun#1	gun
gurney	gurney	n03470948	gurney%1:06:00::	gurney#1	gurney
gutter	gutter, trough	n03471473	gutter%1:06:00::	gutter#1	gutter
gyro	gyro	n07698250	gyro%1:13:00::	gyro#1	gyro
gyroscope	gyroscope, gyro	n03473227	gyroscope%1:06:00::	gyroscope#1	gyroscope
hail	hail	n11465530	hail%1:19:00::	hail#1	hail
hair	hair	n05254795	hair%1:08:00::	hair#1	hair
hairbrush	hairbrush	n03475581	hairbrush%1:06:00::	hairbrush#1	hairbrush
hairdryer	hand_blower, blow_dryer, blow_drier, hair_dryer, hair_drier	n03483316	hair_dryer%1:06:00::	hair_dryer#1	hairdryer
hairnet	hairnet	n03475961	hairnet%1:06:00::	hairnet#1	hairnet
hairpin	hairpin	n03476313	hairpin%1:06:00::	hairpin#1	hairpin
hairspray	hair_spray	n03476991	hair_spray%1:06:00::	hair_spray#1	hairspray
ham	ham, jambon, gammon	n07669891	ham%1:13:00::	ham#1	ham
hamburger	hamburger, beefburger, burger	n07697100	hamburger%1:13:01::	hamburger#1	hamburger
hammer	hammer	n03481172	hammer%1:06:00::	hammer#2	hammer
hammock	hammock, sack	n03482252	hammock%1:06:00::	hammock#2	hammock
hamster	hamster	n02342885	hamster%1:05:00::	hamster#1	hamster
hand	hand, manus, mitt, paw	n05564590	hand%1:08:00::	hand#1	hand
handbrake	hand_brake, emergency, emergency_brake, parking_brake	n03483637	hand_brake%1:06:00::	hand_brake#1	handbrake
handcuff	handcuff, cuff, handlock, manacle	n03484576	handcuff%1:06:00::	handcuff#1	handcuff
handkerchief	handkerchief, hankie, hanky, hankey	n03485794	handkerchief%1:06:00::	handkerchief#1	handkerchief
handle	handle, grip, handgrip, hold	n03485997	handle%1:06:00::	handle#1	handle
handlebar	handlebar	n03487090	handlebar%1:06:00::	handlebar#1	handlebar
handprint	handprint, hand_print				handprint
hanger	hanger	n03490884	hanger%1:06:00::	hanger#2	hanger
hard disk	hard_disc, hard_disk, fixed_disk	n03492542	hard_disk%1:06:00::	hard_disk#1	hard_disk
harmonica	harmonica, mouth_organ, harp, mouth_harp	n03494278	harmonica%1:06:00::	harmonica#1	harmonica
harness	harness	n03495039	harness%1:06:01::	harness#1	harness
harp	harp	n03495258	harp%1:06:00::	harp#1	harp
hash	hash	n07869391	hash%1:13:00::	hash#1	hash
hat	hat, chapeau, lid	n03497657	hat%1:06:00::	hat#1	hat
hatbox	hatbox	n03498441	hatbox%1:06:00::	hatbox#1	hatbox
hatchet	hatchet	n03498962	hatchet%1:06:00::	hatchet#2	hatchet
hawk	hawk	n01605630	hawk%1:05:00::	hawk#1	hawk
hay	hay	n07802026	hay%1:13:00::	hay#1	hay
headband	headband	n03502042	headband%1:06:00::	headband#1	headband
headdress	headdress, headgear	n03502509	headdress%1:06:00::	headdress#1	headdress
headlamp	headlamp				headlamp
headlight	headlight, headlamp	n03503997	headlight%1:06:00::	headlight#1	headlight
headphones	earphone, earpiece, headphone, phone	n03261776	headphone%1:06:00::	headphone#1	headphones
headrest	headrest, head_restraint	n03505207	headrest%1:06:01::	headrest#1	headrest
headscarf	headscarf	n03505504	headscarf%1:06:00::	headscarf#1	headscarf
headset	headset	n03505667	headset%1:06:00::	headset#1	headset
hearing aid	hearing_aid, deaf-aid	n03506727	hearing_aid%1:06:01::	hearing_aid#1	hearing_aid
hearse	hearse	n03506880	hearse%1:06:00::	hearse#1	hearse
heater	heater, warmer	n03508101	heater%1:06:00::	heater#1	heater
hedge	hedge, hedgerow	n03511175	hedge%1:06:00::	hedge#1	hedge
hedgehog	hedgehog, Erinaceus_europaeus, Erinaceus_europeaeus	n01893825	hedgehog%1:05:00::	hedgehog#2	hedgehog
helicopter	helicopter, chopper, whirlybird, eggbeater	n03512147	helicopter%1:06:00::	helicopter#1	helicopter
helmet	helmet	n03513137	helmet%1:06:00::	helmet#2	helmet
highchair	highchair, feeding_chair	n03518445	highchair%1:06:00::	highchair#1	highchair
highlighter	highlighter	n03518943	highlighter%1:06:00::	highlighter#2	highlighter
hinge	hinge, flexible_joint	n03521076	hinge%1:06:00::	hinge#1	hinge
hip	hip	n05556325	hip%1:08:00::	hip#1	hip
hippopotamus	hippopotamus, hippo, river_horse, Hippopotamus_amphibius	n02398521	hippopotamus%1:05:00::	hippopotamus#1	hippopotamus
hobbyhorse	hobbyhorse, hobby_horse, stick_horse				hobbyhorse
hockey stick	hockey_stick	n03524150	hockey_stick%1:06:00::	hockey_stick#1	hockey_stick
hoe	hoe	n03524574	hoe%1:06:00::	hoe#1	hoe
hole	hole	n09304465	hole%1:17:01::	hole#1	hole
holster	holster	n03527444	holster%1:06:00::	holster#1	holster
home plate	home_plate, home_base, home, plate	n03528901	home%1:06:02::	home#4	home_plate
honey	honey	n07858978	honey%1:13:00::	honey#1	honey
honeycomb	honeycomb	n09218315	honeycomb%1:17:00::	honeycomb#1	honeycomb
honeypot	honeypot, king_protea, Protea_cynaroides	n12215022	honeypot%1:20:00::	honeypot#1	honeypot
hood	hood	n03531281	hood%1:06:02::	hood#8	hood
hoodie	hoodie				hoodie
hook	hook	n03532919	hook%1:06:03::	hook#1	hook1
hook	hook	n03532342	hook%1:06:00::	hook#5	hook2
hookah	hookah, narghile, nargileh, sheesha, shisha, chicha, calean, kalian, water_pipe, hubble-bubble, hubbly-bubbly	n03533014	hookah%1:06:00::	hookah#1	hookah
hopscotch	hopscotch	n00485081	hopscotch%1:04:00::	hopscotch#1	hopscotch
horn	horn	n03536761	horn%1:06:03::	horn#9	horn
horse	horse, Equus_caballus	n02374451	horse%1:05:00::	horse#1	horse
horseshoe	horseshoe, shoe	n03539433	horseshoe%1:06:00::	horseshoe#2	horseshoe
hose	hose, hosepipe	n03539875	hose%1:06:01::	hose#3	hose
hot chocolate	cocoa, chocolate, hot_chocolate, drinking_chocolate	n07922764	hot_chocolate%1:13:00::	hot_chocolate#1	hot_chocolate
hot tub	hot_tub	n03543603	hot_tub%1:06:00::	hot_tub#1	hot_tub
hot-air balloon	hot-air_balloon	n03541923	hot-air_balloon%1:06:00::	hot-air_balloon#1	hot-air_balloon
hot-water bottle	hot-water_bottle, hot-water_bag	n03543735	hot-water_bottle%1:06:00::	hot-water_bottle#1	hot-water_bottle
hotdog	hotdog, hot_dog, red_hot	n07697537	hotdog%1:13:02::	hotdog#2	hotdog
hotplate	hot_plate, hotplate	n03543254	hotplate%1:06:00::	hotplate#1	hotplate
hourglass	hourglass	n03544143	hourglass%1:06:00::	hourglass#1	hourglass
hovercraft	hovercraft, ground-effect_machine	n03547229	hovercraft%1:06:00::	hovercraft#1	hovercraft
hubcap	hubcap	n03548086	hubcap%1:06:00::	hubcap#1	hubcap
hula hoop	hula_hoop, hula-hoop				hula_hoop
hummingbird	hummingbird	n01833805	hummingbird%1:05:00::	hummingbird#1	hummingbird
hummus	hummus, humus, hommos, hoummos, humous	n07857731	hummus%1:13:00::	hummus#1	hummus
humvee	Humvee, Hum-Vee	n03549199	humvee%1:06:00::	Humvee#1	humvee
hydrant	hydrant	n03550916	hydrant%1:06:00::	hydrant#2	hydrant
hyena	hyena, hyaena	n02117135	hyena%1:05:00::	hyena#1	hyena
ice	ice, water_ice	n14915184	ice%1:27:00::	ice#1	ice
ice cream	ice_cream, icecream	n07614500	ice_cream%1:13:00::	ice_cream#1	ice_cream
ice cube	ice_cube	n03557141	ice_cube%1:06:00::	ice_cube#1	ice_cube
ice pack	ice_pack, ice_bag	n03557840	ice_pack%1:06:00::	ice_pack#1	ice_pack
ice-cream cone	ice-cream_cone	n07614730	ice-cream_cone%1:13:00::	ice-cream_cone#1	ice-cream_cone
icemaker	ice_maker	n03557692	ice_maker%1:06:00::	ice_maker#1	icemaker
icepick	icepick, ice_pick	n03558007	icepick%1:06:00::	icepick#1	icepick
iceskate	ice_skate	n03558404	ice_skate%1:06:00::	ice_skate#1	iceskate
icicle	icicle	n14915928	icicle%1:27:00::	icicle#1	icicle
iguana	common_iguana, iguana, Iguana_iguana	n01677366	iguana%1:05:00::	iguana#1	iguana
incense	incense	n14918994	incense%1:27:00::	incense#1	incense
incubator	incubator, brooder	n03567066	incubator%1:06:00::	incubator#1	incubator
inhaler	inhaler, inhalator	n03571280	inhaler%1:06:00::	inhaler#1	inhaler
ink	ink	n14917635	ink%1:27:01::	ink#1	ink
inkwell	inkwell, inkstand	n03572321	inkwell%1:06:00::	inkwell#1	inkwell
insole	insole, innersole	n03573848	insole%1:06:00::	insole#1	insole
iron	iron, smoothing_iron	n03584829	iron%1:06:00::	iron#4	iron
ironing board	ironing_board	n03586090	ironing_board%1:06:00::	ironing_board#1	ironing_board
ivy	ivy, common_ivy, English_ivy, Hedera_helix	n11798978	ivy%1:20:00::	ivy#1	ivy
jack	jack	n03588951	jack%1:06:00::	jack#9	jack
jacket	jacket	n03589791	jacket%1:06:00::	jacket#1	jacket
jackhammer	air_hammer, jackhammer, pneumatic_hammer	n02689434	jackhammer%1:06:00::	jackhammer#1	jackhammer
jalapeno	jalapeno, jalapeno_pepper	n07721678	jalapeno%1:13:00::	jalapeno#2	jalapeno
jam	jam	n07642933	jam%1:13:00::	jam#1	jam
jar	jar	n03593526	jar%1:06:00::	jar#1	jar
javelin	javelin	n03594148	javelin%1:06:00::	javelin#2	javelin
jeans	jean, blue_jean, denim	n03594734	jean%1:06:03::	jean#1	jeans
jeep	jeep, landrover	n03594945	jeep%1:06:00::	jeep#1	jeep
jelly bean	jelly_bean, jelly_egg	n07606669	jelly_bean%1:13:00::	jelly_bean#1	jelly_bean
jellyfish	jellyfish	n01910747	jellyfish%1:05:00::	jellyfish#2	jellyfish
jersey	jersey				jersey
jet	jet, jet_plane, jet-propelled_plane	n03595860	jet%1:06:00::	jet#1	jet
jetski	jetski, jet_ski				jetski
jewel	jewel, gem, precious_stone	n03596787	jewel%1:06:00::	jewel#1	jewel
jewelry	jewelry, jewellery	n03597469	jewelry%1:06:00::	jewelry#1	jewelry
jigsaw puzzle	jigsaw_puzzle	n03598930	jigsaw_puzzle%1:06:00::	jigsaw_puzzle#1	jigsaw_puzzle
joystick	joystick	n03602883	joystick%1:06:01::	joystick#2	joystick
jug	jug	n03603722	jug%1:06:00::	jug#1	jug
juice	juice	n07923748	juice%1:13:00::	juice#1	juice
juicer	reamer, juicer, juice_reamer	n04059516	juicer%1:06:00::	juicer#2	juicer1
juicer	juicer				juicer2
jukebox	jukebox, nickelodeon	n03604156	jukebox%1:06:00::	jukebox#1	jukebox
jump rope	jump_rope, skip_rope, skipping_rope	n03605233	jump_rope%1:06:00::	jump_rope#1	jump_rope
jumpsuit	jump_suit, jumpsuit	n03605598	jumpsuit%1:06:00::	jumpsuit#1	jumpsuit
kale	kale, kail, cole, borecole, colewort, Brassica_oleracea_acephala	n11876976	kale%1:20:00::	kale#2	kale
kaleidoscope	kaleidoscope	n03607756	kaleidoscope%1:06:00::	kaleidoscope#2	kaleidoscope
kangaroo	kangaroo	n01877134	kangaroo%1:05:00::	kangaroo#1	kangaroo
kayak	kayak	n03609235	kayak%1:06:00::	kayak#1	kayak
kazoo	kazoo	n03609397	kazoo%1:06:00::	kazoo#1	kazoo
kebab	kabob, kebab, shish_kebab	n07869775	kebab%1:13:00::	kebab#1	kebab
keg	keg	n03610418	keg%1:06:00::	keg#2	keg
ketchup	catsup, ketchup, cetchup, tomato_ketchup	n07822197	ketchup%1:13:00::	ketchup#1	ketchup
kettle	kettle, boiler	n03612814	kettle%1:06:00::	kettle#1	kettle
key	key	n03613294	key%1:06:00::	key#1	key
keyboard	keyboard	n03614007	keyboard%1:06:01::	keyboard#1	keyboard
keyhole	keyhole	n03614782	keyhole%1:06:00::	keyhole#1	keyhole
kilt	kilt	n03617312	kilt%1:06:00::	kilt#1	kilt
kimono	kimono	n03617480	kimono%1:06:00::	kimono#1	kimono
kite	kite	n03621473	kite%1:06:00::	kite#3	kite
kitten	kitten, kitty	n02122948	kitten%1:05:00::	kitten#1	kitten
kiwi	kiwi, kiwi_fruit, Chinese_gooseberry	n07763629	kiwi%1:13:00::	kiwi#2	kiwi
knee	knee, knee_joint, human_knee, articulatio_genus, gen]	n05573602	knee%1:08:00::	knee#1	knee
kneepad	knee_pad	n03623198	knee_pad%1:06:00::	knee_pad#1	kneepad
knife	knife	n03623556	knife%1:06:00::	knife#1	knife
knitting	knit, knitting, knitwork	n03624966	knit%1:06:00::	knit#3	knitting
knitting needle	knitting_needle	n03625646	knitting_needle%1:06:00::	knitting_needle#1	knitting_needle
knob	knob	n03626014	knob%1:06:00::	knob#2	knob
knot	knot	n03627232	knot%1:06:00::	knot#2	knot
koala	koala, koala_bear, kangaroo_bear, native_bear, Phascolarctos_cinereus	n01882714	koala%1:05:00::	koala#1	koala
lab coat	lab_coat, laboratory_coat	n03630383	lab_coat%1:06:00::	lab_coat#1	lab_coat
ladder	ladder	n03632277	ladder%1:06:00::	ladder#1	ladder
ladle	ladle	n03633091	ladle%1:06:00::	ladle#1	ladle
ladybug	ladybug, ladybeetle, lady_beetle, ladybird, ladybird_beetle	n02165456	ladybug%1:05:00::	ladybug#1	ladybug
lamb	lamb	n02412440	lamb%1:05:00::	lamb#1	lamb
lamb chop	lamb_chop, lamb-chop, lambchop	n07667974	lamb-chop%1:13:00::	lamb-chop#1	lamb_chop
lamp	lamp	n03636649	lamp%1:06:01::	lamp#2	lamp
lamppost	lamppost	n03637181	lamppost%1:06:00::	lamppost#1	lamppost
lampshade	lampshade, lamp_shade	n03637318	lampshade%1:06:00::	lampshade#1	lampshade
landmine	land_mine, ground-emplaced_mine, booby_trap	n03639675	land_mine%1:06:00::	land_mine#1	landmine
lantern	lantern	n03640988	lantern%1:06:00::	lantern#1	lantern
lanyard	lanyard, laniard	n03641451	lanyard%1:06:01::	lanyard#2	lanyard
laptop	laptop, laptop_computer	n03642806	laptop%1:06:00::	laptop#1	laptop
lasagna	lasagna, lasagne	n07870167	lasagna%1:13:02::	lasagna#1	lasagna
laser pointer	laser_pointer, pointer				laser_pointer
latch	latch	n03644858	latch%1:06:00::	latch#2	latch
latte	caffe_latte, latte	n07920222	latte%1:13:00::	latte#1	latte
laundry basket	clothes_hamper, laundry_basket, clothes_basket, voider	n03050864	laundry_basket%1:06:00::	laundry_basket#1	laundry_basket
lava	lava	n14930989	lava%1:27:00::	lava#1	lava
lavender	lavender	n12849717	lavender%1:20:00::	lavender#1	lavender
lawnmower	lawn_mower, mower	n03649909	lawn_mower%1:06:00::	lawn_mower#1	lawnmower
leaf	leaf, leafage, foliage	n13152742	leaf%1:20:00::	leaf#1	leaf
leash	leash, tether, lead	n03652932	leash%1:06:00::	leash#1	leash
lectern	lectern, reading_desk	n03653583	lectern%1:06:00::	lectern#1	lectern
leech	leech, bloodsucker, hirudinean	n01937909	leech%1:05:00::	leech#1	leech
leek	leek, scallion, Allium_porrum	n12434239	leek%1:20:00::	leek#1	leek
leg	leg	n05560787	leg%1:08:01::	leg#1	leg
leggings	legging, leging, leg_covering	n03655072	legging%1:06:00::	legging#1	leggings
lego	Lego, Lego_set	n03655295	lego%1:06:00::	Lego#1	lego
lemon	lemon	n07749582	lemon%1:13:00::	lemon#1	lemon
lemonade	lemonade	n07926250	lemonade%1:13:00::	lemonade#1	lemonade
lens	lens, lense, lens_system	n03656484	lens%1:06:00::	lens#1	lens
leopard	leopard, Panthera_pardus	n02128385	leopard%1:05:00::	leopard#2	leopard
leotard	leotard, unitard, body_suit, cat_suit	n03657511	leotard%1:06:00::	leotard#1	leotard
letter opener	letter_opener, paper_knife, paperknife	n03658185	letter_opener%1:06:00::	letter_opener#1	letter_opener
lettuce	lettuce	n07723559	lettuce%1:13:00::	lettuce#3	lettuce
license plate	license_plate, numberplate	n03661180	license_plate%1:06:00::	license_plate#1	license_plate
licorice	licorice, liquorice	n07607361	licorice%1:13:00::	licorice#2	licorice
lid	lid	n03661340	lid%1:06:00::	lid#2	lid
life jacket	life_jacket, life_vest, cork_jacket	n03662887	life_jacket%1:06:00::	life_jacket#1	life_jacket
lifesaver	life_buoy, lifesaver, life_belt, life_ring	n03662719	lifesaver%1:06:00::	lifesaver#2	lifesaver
light switch	light_switch, switch				light_switch
lightbulb	light_bulb, lightbulb, bulb, incandescent_lamp, electric_light, electric-light_bulb	n03665924	lightbulb%1:06:00::	lightbulb#1	lightbulb
lighter	lighter, light, igniter, ignitor	n03666591	light%1:06:01::	light#14	lighter
lightning bug	firefly, lightning_bug	n02168245	lightning_bug%1:05:00::	lightning_bug#1	lightning_bug
lime	lime	n07749731	lime%1:13:00::	lime#6	lime
limousine	limousine, limo	n03670208	limo%1:06:00::	limo#1	limousine
lingerie	lingerie, intimate_apparel	n03673450	lingerie%1:06:00::	lingerie#1	lingerie
lion	lion, king_of_beasts, Panthera_leo	n02129165	lion%1:05:00::	lion#1	lion
lip balm	lip_balm	n03676006	lip_balm%1:06:00::	lip_balm#1	lip_balm
lip gloss	lip_gloss, gloss				lip_gloss
lipstick	lipstick, lip_rouge	n03676483	lipstick%1:06:00::	lipstick#1	lipstick
lizard	lizard	n01674464	lizard%1:05:00::	lizard#1	lizard
llama	llama	n02437616	llama%1:05:00::	llama#1	llama
lobster	lobster	n01982650	lobster%1:05:00::	lobster#2	lobster
lock	lock	n03687813	lock%1:06:00::	lock#1	lock
locker	cabinet, locker, storage_locker	n02933462	locker%1:06:00::	locker#1	locker
locket	locket	n03683995	locket%1:06:00::	locket#1	locket
log	log	n14942762	log%1:27:01::	log#1	log
loincloth	breechcloth, breechclout, loincloth	n02896294	loincloth%1:06:00::	loincloth#1	loincloth
lollipop	lollipop, sucker, all-day_sucker	n07607605	lollipop%1:13:00::	lollipop#2	lollipop
loom	loom	n03689157	loom%1:06:00::	loom#1	loom
loveseat	love_seat, loveseat, tete-a-tete, vis-a-vis	n03693474	loveseat%1:06:00::	loveseat#1	loveseat
luggage	baggage, luggage	n02774630	luggage%1:06:00::	luggage#1	luggage
lumber	lumber, timber	n14943580	lumber%1:27:00::	lumber#1	lumber
lunchbox	lunchbox				lunchbox
macadamia	macadamia_nut, macadamia	n07774596	macadamia_nut%1:13:00::	macadamia_nut#2	macadamia
macaroni	macaroni	n07700964	macaroni%1:13:00::	macaroni#2	macaroni
machete	machete, matchet, panga	n03699591	machete%1:06:00::	machete#1	machete
machine gun	machine_gun	n03701391	machine_gun%1:06:00::	machine_gun#1	machine_gun
maggot	maggot	n02312175	maggot%1:05:00::	maggot#1	maggot
magnet	magnet	n03705379	magnet%1:06:00::	magnet#1	magnet
magnifier	magnifier	n03709206	magnifier%1:06:00::	magnifier#1	magnifier
magnifying glass	hand_glass, simple_microscope, magnifying_glass	n03484931	magnifying_glass%1:06:00::	magnifying_glass#1	magnifying_glass
mail	mail, post	n08463063	mail%1:14:00::	mail#4	mail
mailbox	mailbox, letter_box	n03710193	mailbox%1:06:00::	mailbox#1	mailbox
makeup	makeup, make-up, war_paint	n03714235	makeup%1:06:00::	makeup#1	makeup
mallet	mallet, beetle	n03715386	mallet%1:06:00::	mallet#3	mallet
man	man, adult_male	n10287213	man%1:18:00::	man#1	man
manatee	manatee, Trichechus_manatus	n02073831	manatee%1:05:00::	manatee#1	manatee
mandolin	mandolin	n03716966	mandolin%1:06:00::	mandolin#1	mandolin
mango	mango	n07764155	mango%1:13:00::	mango#2	mango
manhole	manhole	n03717447	manhole%1:06:00::	manhole#1	manhole
mannequin	mannequin, manikin, mannikin, manakin, form	n03717921	mannequin%1:06:00::	mannequin#2	mannequin
mantle	mantel, mantelpiece, mantle, mantlepiece, chimneypiece	n03719343	mantle%1:06:02::	mantle#5	mantle
map	map	n03720163	map%1:06:00::	map#1	map
maple syrup	maple_syrup	n07860447	maple_syrup%1:13:00::	maple_syrup#1	maple_syrup
marble	marble	n03721047	marble%1:06:00::	marble#2	marble
margarita	margarita	n07915918	margarita%1:13:00::	margarita#1	margarita
marijuana	marijuana, marihuana, ganja, Cannabis sativa	n12397210	marijuana%1:20:00::	marijuana#1	marijuana
marker	marker	n03722007	marker%1:06:01::	marker#3	marker
marmalade	marmalade	n07643764	marmalade%1:13:00::	marmalade#1	marmalade
marshmallow	marshmallow	n07608098	marshmallow%1:13:00::	marshmallow#1	marshmallow
mascara	mascara	n03724066	mascara%1:06:00::	mascara#1	mascara
mashed potato	mashed_potato	n07711569	mashed_potato%1:13:00::	mashed_potato#1	mashed_potato
mask	mask	n03724870	mask%1:06:00::	mask#1	mask
mast	mast	n03726760	mast%1:06:00::	mast#1	mast
mat	mat	n03727837	mat%1:06:00::	mat#1	mat
match	match, lucifer, friction_match	n03728437	match%1:06:00::	match#1	match
matchbox	matchbox	n03729402	matchbox%1:06:00::	matchbox#1	matchbox
mattress	mattress	n03731164	mattress%1:06:00::	mattress#1	mattress
measuring cup	measuring_cup	n03733805	measuring_cup%1:06:00::	measuring_cup#1	measuring_cup
meat	meat	n07649854	meat%1:13:01::	meat#1	meat
meat grinder	meat_grinder	n03736064	meat_grinder%1:06:00::	meat_grinder#1	meat_grinder
meatball	meatball	n07871436	meatball%1:13:00::	meatball#1	meatball
meatloaf	meat_loaf, meatloaf	n07871810	meatloaf%1:13:00::	meatloaf#1	meatloaf
medal	decoration, laurel_wreath, medal, medallion, palm, ribbon	n06706676	medal%1:10:00::	medal#1	medal
meerkat	meerkat, mierkat	n02138441	meerkat%1:05:00::	meerkat#1	meerkat
megaphone	megaphone	n03743279	megaphone%1:06:00::	megaphone#1	megaphone
melon	melon	n07755411	melon%1:13:00::	melon#1	melon
memory stick	memory_stick				memory_stick
metal detector	metal_detector	n03751757	metal_detector%1:06:00::	metal_detector#1	metal_detector
metronome	metronome	n03757604	metronome%1:06:00::	metronome#1	metronome
microphone	microphone, mike	n03759954	microphone%1:06:00::	microphone#1	microphone
microscope	microscope	n03760671	microscope%1:06:00::	microscope#1	microscope
microwave	microwave, microwave_oven	n03761084	microwave%1:06:00::	microwave#2	microwave
milk	milk	n07844042	milk%1:13:01::	milk#1	milk
milkshake	milkshake, milk_shake, shake	n07923297	milkshake%1:13:00::	milkshake#1	milkshake
minivan	minivan	n03770679	minivan%1:06:00::	minivan#1	minivan
mint	mint	n07819166	mint%1:13:01::	mint#4	mint
mirror	mirror	n03773035	mirror%1:06:00::	mirror#1	mirror
missile	missile	n03773504	missile%1:06:01::	missile#1	missile
mistletoe	mistletoe, Viscum_album, Old_World_mistletoe	n12739332	mistletoe%1:20:01::	mistletoe#2	mistletoe
mitten	mitten	n03775071	mitten%1:06:00::	mitten#1	mitten
mixer	mixer	n03775199	mixer%1:06:00::	mixer#4	mixer
moccasin	moccasin, mocassin	n03776877	moccasin%1:06:00::	moccasin#1	moccasin
modem	modem	n03777754	modem%1:06:00::	modem#1	modem
mold	mold, mould, cast	n03779370	mold%1:06:00::	mold#2	mold1
mold	mold, mould	n13077033	mold%1:20:00::	mold#5	mold2
mole	mole	n01889520	mole%1:05:00::	mole#6	mole
money	money	n13384557	money%1:21:00::	money#1	money
mongoose	mongoose	n02137549	mongoose%1:05:00::	mongoose#1	mongoose
monkey	monkey	n02484322	monkey%1:05:00::	monkey#1	monkey
moose	elk, European_elk, moose, Alces_alces	n02432983	moose%1:05:00::	moose#1	moose
mop	swab, swob, mop	n04367480	mop%1:06:00::	mop#1	mop
mosquito	mosquito	n02200198	mosquito%1:05:00::	mosquito#1	mosquito
mosquito net	mosquito_net	n03788365	mosquito_net%1:06:00::	mosquito_net#1	mosquito_net
moss	moss	n11537506	moss%1:20:00::	moss#1	moss
moth	moth	n02283201	moth%1:05:00::	moth#1	moth
motherboard	CPU_board, mother_board	n03125057	mother_board%1:06:00::	mother_board#1	motherboard
motorcycle	motorcycle, bike	n03790512	motorcycle%1:06:00::	motorcycle#1	motorcycle
mouse	mouse	n02330245	mouse%1:05:00::	mouse#1	mouse1
mouse	mouse, computer_mouse	n03793489	mouse%1:06:00::	mouse#4	mouse2
mousepad	mousepad, mouse_mat	n03794655	mousepad%1:06:00::	mousepad#1	mousepad
mousetrap	mousetrap	n03794056	mousetrap%1:06:00::	mousetrap#1	mousetrap
mousse	mousse	n07611991	mousse%1:13:02::	mousse#1	mousse
mouth	mouth	n05301908	mouth%1:08:00::	mouth#2	mouth
mouthpiece	mouthpiece, gumshield	n03795269	mouthpiece%1:06:03::	mouthpiece#4	mouthpiece
mud	mud, clay	n14956325	mud%1:27:00::	mud#1	mud
muff	muff	n03796974	muff%1:06:00::	muff#1	muff
muffin	muffin, gem	n07690273	muffin%1:13:00::	muffin#1	muffin
mug	mug	n03797390	mug%1:06:00::	mug#4	mug
mulberry	mulberry	n07767171	mulberry%1:13:00::	mulberry#2	mulberry
mulch	mulch	n03797896	mulch%1:06:00::	mulch#1	mulch
mullet	mullet				mullet
mushroom	mushroom	n12997919	mushroom%1:20:02::	mushroom#3	mushroom
music box	music_box, musical_box	n03801353	music_box%1:06:00::	music_box#1	music_box
mussel	mussel	n01963571	mussel%1:05:00::	mussel#2	mussel
mustache	mustache, moustache	n05262185	mustache%1:08:00::	mustache#1	mustache
mustard	mustard, table_mustard	n07819480	mustard%1:13:00::	mustard#2	mustard
nacho	nacho	n07712959	nacho%1:13:00::	nacho#1	nacho
nail	nail	n03804744	nail%1:06:00::	nail#2	nail
nail clippers	nail_clippers				nail_clippers
nail file	nailfile	n03805280	nailfile%1:06:00::	nailfile#1	nail_file
nail polish	nail_polish, nail_enamel, nail_varnish	n03805725	nail_polish%1:06:00::	nail_polish#1	nail_polish
napkin	napkin, table_napkin, serviette	n03807537	napkin%1:06:00::	napkin#1	napkin
